<meta message time_signature numerator=4 denominator=4 clocks_per_click=96 notated_32nd_notes_per_beat=8 time=0>
<meta message sequencer_specific data=(0, 0, 65) time=0>
<meta message set_tempo tempo=632911 time=0>
note_off channel=0 note=59 velocity=0 time=8
note_off channel=0 note=64 velocity=0 time=4
note_off channel=0 note=40 velocity=0 time=104
note_on channel=0 note=50 velocity=127 time=308
note_on channel=0 note=57 velocity=127 time=0
note_on channel=0 note=40 velocity=127 time=4
note_on channel=0 note=62 velocity=121 time=0
note_off channel=0 note=57 velocity=0 time=84
note_on channel=0 note=57 velocity=127 time=0
note_off channel=0 note=50 velocity=0 time=84
note_off channel=0 note=57 velocity=0 time=4
note_on channel=0 note=50 velocity=127 time=0
note_off channel=0 note=62 velocity=0 time=8
note_on channel=0 note=57 velocity=127 time=0
note_on channel=0 note=62 velocity=127 time=4
note_off channel=0 note=50 velocity=0 time=176
note_off channel=0 note=57 velocity=0 time=12
note_off channel=0 note=62 velocity=0 time=4
note_off channel=0 note=40 velocity=0 time=28
note_on channel=0 note=49 velocity=127 time=340
note_on channel=0 note=62 velocity=126 time=4
note_on channel=0 note=57 velocity=127 time=0
note_on channel=0 note=40 velocity=127 time=0
note_off channel=0 note=57 velocity=0 time=96
note_on channel=0 note=57 velocity=127 time=4
note_on channel=0 note=40 velocity=127 time=60
note_off channel=0 note=40 velocity=0 time=8
note_on channel=0 note=66 velocity=122 time=24
note_off channel=0 note=49 velocity=0 time=192
note_off channel=0 note=66 velocity=0 time=0
note_off channel=0 note=62 velocity=0 time=12
note_off channel=0 note=57 velocity=0 time=0
note_off channel=0 note=40 velocity=0 time=136
note_on channel=0 note=52 velocity=127 time=236
note_on channel=0 note=59 velocity=127 time=4
note_on channel=0 note=57 velocity=127 time=164
note_on channel=0 note=73 velocity=127 time=0
note_on channel=0 note=69 velocity=127 time=0
note_on channel=0 note=64 velocity=127 time=0
note_off channel=0 note=52 velocity=0 time=24
note_off channel=0 note=59 velocity=0 time=8
note_off channel=0 note=64 velocity=0 time=232
note_off channel=0 note=73 velocity=0 time=8
note_off channel=0 note=69 velocity=0 time=12
note_on channel=0 note=52 velocity=127 time=0
note_on channel=0 note=68 velocity=100 time=0
note_on channel=0 note=71 velocity=127 time=0
note_on channel=0 note=59 velocity=127 time=0
note_on channel=0 note=64 velocity=127 time=0
note_off channel=0 note=57 velocity=0 time=4
note_off channel=0 note=59 velocity=0 time=248
note_off channel=0 note=71 velocity=0 time=16
note_off channel=0 note=64 velocity=0 time=0
note_off channel=0 note=52 velocity=0 time=24
note_off channel=0 note=68 velocity=100 time=4
note_on channel=0 note=52 velocity=127 time=16
note_on channel=0 note=57 velocity=127 time=0
note_on channel=0 note=73 velocity=127 time=8
note_on channel=0 note=69 velocity=127 time=0
note_on channel=0 note=78 velocity=127 time=0
note_on channel=0 note=64 velocity=127 time=4
note_off channel=0 note=52 velocity=0 time=180
note_off channel=0 note=57 velocity=0 time=0
note_off channel=0 note=78 velocity=0 time=4
note_off channel=0 note=64 velocity=0 time=0
note_off channel=0 note=69 velocity=0 time=20
note_off channel=0 note=73 velocity=0 time=4
note_on channel=0 note=69 velocity=45 time=168
note_on channel=0 note=64 velocity=127 time=0
note_on channel=0 note=81 velocity=45 time=0
note_on channel=0 note=76 velocity=127 time=0
note_on channel=0 note=57 velocity=127 time=16
note_on channel=0 note=69 velocity=127 time=0
note_off channel=0 note=69 velocity=0 time=188
note_off channel=0 note=81 velocity=0 time=0
note_off channel=0 note=64 velocity=0 time=8
note_off channel=0 note=76 velocity=0 time=0
note_off channel=0 note=57 velocity=0 time=84
note_off channel=0 note=69 velocity=0 time=0
note_on channel=0 note=59 velocity=110 time=0
note_on channel=0 note=71 velocity=110 time=0
note_off channel=0 note=59 velocity=0 time=16
note_off channel=0 note=71 velocity=0 time=0
note_on channel=0 note=52 velocity=127 time=4
note_on channel=0 note=59 velocity=124 time=0
note_on channel=0 note=64 velocity=127 time=0
note_on channel=0 note=71 velocity=124 time=0
note_off channel=0 note=59 velocity=0 time=108
note_off channel=0 note=71 velocity=0 time=0
note_on channel=0 note=59 velocity=127 time=68
note_on channel=0 note=71 velocity=127 time=0
note_on channel=0 note=66 velocity=127 time=4
note_on channel=0 note=71 velocity=58 time=0
note_on channel=0 note=78 velocity=127 time=0
note_on channel=0 note=83 velocity=58 time=0
note_off channel=0 note=52 velocity=0 time=44
note_off channel=0 note=64 velocity=0 time=0
note_off channel=0 note=59 velocity=0 time=228
note_off channel=0 note=71 velocity=0 time=0
note_off channel=0 note=66 velocity=0 time=60
note_off channel=0 note=78 velocity=0 time=0
note_off channel=0 note=71 velocity=0 time=4
note_off channel=0 note=83 velocity=0 time=0
note_on channel=0 note=69 velocity=34 time=0
note_on channel=0 note=81 velocity=34 time=0
note_on channel=0 note=64 velocity=121 time=12
note_on channel=0 note=76 velocity=121 time=0
note_on channel=0 note=57 velocity=127 time=20
note_on channel=0 note=69 velocity=127 time=0
note_off channel=0 note=64 velocity=0 time=112
note_off channel=0 note=76 velocity=0 time=0
note_off channel=0 note=69 velocity=0 time=8
note_off channel=0 note=81 velocity=0 time=0
note_on channel=0 note=67 velocity=30 time=0
note_on channel=0 note=79 velocity=30 time=0
note_off channel=0 note=67 velocity=0 time=76
note_off channel=0 note=79 velocity=0 time=0
note_on channel=0 note=66 velocity=127 time=4
note_on channel=0 note=67 velocity=77 time=0
note_on channel=0 note=78 velocity=127 time=0
note_on channel=0 note=79 velocity=77 time=0
note_off channel=0 note=57 velocity=0 time=20
note_off channel=0 note=69 velocity=0 time=0
note_off channel=0 note=67 velocity=0 time=0
note_off channel=0 note=79 velocity=0 time=0
note_on channel=0 note=59 velocity=127 time=0
note_on channel=0 note=71 velocity=75 time=0
note_on channel=0 note=71 velocity=127 time=0
note_on channel=0 note=83 velocity=75 time=0
note_off channel=0 note=59 velocity=0 time=112
note_off channel=0 note=71 velocity=0 time=0
note_off channel=0 note=71 velocity=0 time=0
note_off channel=0 note=83 velocity=0 time=0
note_off channel=0 note=66 velocity=0 time=4
note_off channel=0 note=78 velocity=0 time=0
note_on channel=0 note=69 velocity=45 time=336
note_on channel=0 note=64 velocity=127 time=0
note_on channel=0 note=81 velocity=45 time=0
note_on channel=0 note=76 velocity=127 time=0
note_on channel=0 note=57 velocity=127 time=16
note_on channel=0 note=69 velocity=127 time=0
note_off channel=0 note=69 velocity=0 time=188
note_off channel=0 note=81 velocity=0 time=0
note_off channel=0 note=64 velocity=0 time=8
note_off channel=0 note=76 velocity=0 time=0
note_off channel=0 note=57 velocity=0 time=84
note_off channel=0 note=69 velocity=0 time=0
note_on channel=0 note=59 velocity=110 time=0
note_on channel=0 note=71 velocity=110 time=0
note_off channel=0 note=59 velocity=0 time=16
note_off channel=0 note=71 velocity=0 time=0
note_on channel=0 note=52 velocity=127 time=4
note_on channel=0 note=59 velocity=124 time=0
note_on channel=0 note=64 velocity=127 time=0
note_on channel=0 note=71 velocity=124 time=0
note_off channel=0 note=59 velocity=0 time=108
note_off channel=0 note=71 velocity=0 time=0
note_on channel=0 note=59 velocity=127 time=68
note_on channel=0 note=71 velocity=127 time=0
note_on channel=0 note=66 velocity=127 time=4
note_on channel=0 note=71 velocity=58 time=0
note_on channel=0 note=78 velocity=127 time=0
note_on channel=0 note=83 velocity=58 time=0
note_off channel=0 note=52 velocity=0 time=44
note_off channel=0 note=64 velocity=0 time=0
note_off channel=0 note=59 velocity=0 time=228
note_off channel=0 note=71 velocity=0 time=0
note_off channel=0 note=66 velocity=0 time=60
note_off channel=0 note=78 velocity=0 time=0
note_off channel=0 note=71 velocity=0 time=4
note_off channel=0 note=83 velocity=0 time=0
note_on channel=0 note=69 velocity=34 time=0
note_on channel=0 note=81 velocity=34 time=0
note_on channel=0 note=64 velocity=121 time=12
note_on channel=0 note=76 velocity=121 time=0
note_on channel=0 note=57 velocity=127 time=20
note_on channel=0 note=69 velocity=127 time=0
note_off channel=0 note=64 velocity=0 time=112
note_off channel=0 note=76 velocity=0 time=0
note_off channel=0 note=69 velocity=0 time=8
note_off channel=0 note=81 velocity=0 time=0
note_on channel=0 note=67 velocity=30 time=0
note_on channel=0 note=79 velocity=30 time=0
note_off channel=0 note=67 velocity=0 time=76
note_off channel=0 note=79 velocity=0 time=0
note_on channel=0 note=66 velocity=127 time=4
note_on channel=0 note=67 velocity=77 time=0
note_on channel=0 note=78 velocity=127 time=0
note_on channel=0 note=79 velocity=77 time=0
note_off channel=0 note=57 velocity=0 time=20
note_off channel=0 note=69 velocity=0 time=0
note_off channel=0 note=67 velocity=0 time=0
note_off channel=0 note=79 velocity=0 time=0
note_on channel=0 note=59 velocity=127 time=0
note_on channel=0 note=71 velocity=75 time=0
note_on channel=0 note=71 velocity=127 time=0
note_on channel=0 note=83 velocity=75 time=0
note_off channel=0 note=59 velocity=0 time=112
note_off channel=0 note=71 velocity=0 time=0
note_off channel=0 note=71 velocity=0 time=0
note_off channel=0 note=83 velocity=0 time=0
note_off channel=0 note=66 velocity=0 time=4
note_off channel=0 note=78 velocity=0 time=0
note_on channel=0 note=74 velocity=24 time=264
note_on channel=0 note=67 velocity=127 time=24
note_on channel=0 note=79 velocity=127 time=8
note_on channel=0 note=62 velocity=127 time=36
note_off channel=0 note=79 velocity=0 time=112
note_off channel=0 note=74 velocity=0 time=8
note_off channel=0 note=67 velocity=0 time=120
note_off channel=0 note=62 velocity=0 time=32
note_on channel=0 note=62 velocity=127 time=4
note_on channel=0 note=78 velocity=127 time=16
note_on channel=0 note=74 velocity=127 time=0
note_on channel=0 note=69 velocity=127 time=12
note_off channel=0 note=69 velocity=0 time=108
note_off channel=0 note=78 velocity=0 time=8
note_off channel=0 note=74 velocity=0 time=12
note_off channel=0 note=62 velocity=0 time=120
note_on channel=0 note=62 velocity=126 time=4
note_on channel=0 note=57 velocity=127 time=12
note_on channel=0 note=69 velocity=127 time=12
note_off channel=0 note=62 velocity=0 time=28
note_on channel=0 note=64 velocity=125 time=0
note_off channel=0 note=57 velocity=0 time=228
note_off channel=0 note=64 velocity=0 time=36
note_on channel=0 note=55 velocity=127 time=4
note_on channel=0 note=60 velocity=127 time=16
note_off channel=0 note=60 velocity=0 time=0
note_off channel=0 note=55 velocity=0 time=116
note_off channel=0 note=69 velocity=0 time=12
note_on channel=0 note=69 velocity=127 time=4
note_on channel=0 note=57 velocity=127 time=12
note_on channel=0 note=64 velocity=127 time=8
note_on channel=0 note=57 velocity=127 time=280
note_off channel=0 note=69 velocity=0 time=80
note_off channel=0 note=64 velocity=0 time=4
note_on channel=0 note=79 velocity=127 time=68
note_off channel=0 note=57 velocity=0 time=4
note_on channel=0 note=74 velocity=127 time=4
note_on channel=0 note=55 velocity=127 time=0
note_on channel=0 note=62 velocity=127 time=8
note_on channel=0 note=67 velocity=127 time=28
note_off channel=0 note=55 velocity=0 time=96
note_off channel=0 note=74 velocity=0 time=20
note_off channel=0 note=79 velocity=0 time=4
note_off channel=0 note=57 velocity=0 time=128
note_off channel=0 note=67 velocity=0 time=0
note_on channel=0 note=78 velocity=127 time=32
note_on channel=0 note=74 velocity=127 time=0
note_on channel=0 note=69 velocity=127 time=0
note_on channel=0 note=62 velocity=100 time=4
note_off channel=0 note=62 velocity=100 time=128
note_off channel=0 note=69 velocity=0 time=20
note_off channel=0 note=78 velocity=0 time=20
note_off channel=0 note=74 velocity=0 time=24
note_off channel=0 note=62 velocity=0 time=84
note_on channel=0 note=64 velocity=109 time=0
note_on channel=0 note=57 velocity=127 time=12
note_on channel=0 note=69 velocity=127 time=24
note_off channel=0 note=64 velocity=0 time=276
note_off channel=0 note=57 velocity=0 time=0
note_on channel=0 note=55 velocity=127 time=12
note_off channel=0 note=55 velocity=0 time=144
note_off channel=0 note=69 velocity=0 time=8
note_on channel=0 note=69 velocity=103 time=8
note_on channel=0 note=58 velocity=127 time=0
note_on channel=0 note=65 velocity=127 time=12
note_off channel=0 note=58 velocity=0 time=60
note_on channel=0 note=57 velocity=127 time=0
note_off channel=0 note=65 velocity=0 time=24
note_on channel=0 note=64 velocity=127 time=4
note_off channel=0 note=69 velocity=0 time=376
note_off channel=0 note=64 velocity=0 time=0
note_on channel=0 note=69 velocity=45 time=36
note_on channel=0 note=64 velocity=127 time=0
note_on channel=0 note=81 velocity=45 time=0
note_on channel=0 note=76 velocity=127 time=0
note_on channel=0 note=57 velocity=127 time=16
note_on channel=0 note=69 velocity=127 time=0
note_off channel=0 note=57 velocity=0 time=16
note_off channel=0 note=69 velocity=0 time=172
note_off channel=0 note=81 velocity=0 time=0
note_off channel=0 note=64 velocity=0 time=8
note_off channel=0 note=76 velocity=0 time=0
note_off channel=0 note=57 velocity=0 time=84
note_off channel=0 note=69 velocity=0 time=0
note_on channel=0 note=59 velocity=110 time=0
note_on channel=0 note=71 velocity=110 time=0
note_off channel=0 note=59 velocity=0 time=16
note_off channel=0 note=71 velocity=0 time=0
note_on channel=0 note=52 velocity=127 time=4
note_on channel=0 note=59 velocity=124 time=0
note_on channel=0 note=64 velocity=127 time=0
note_on channel=0 note=71 velocity=124 time=0
note_off channel=0 note=59 velocity=0 time=108
note_off channel=0 note=71 velocity=0 time=0
note_on channel=0 note=59 velocity=127 time=68
note_on channel=0 note=71 velocity=127 time=0
note_on channel=0 note=66 velocity=127 time=4
note_on channel=0 note=71 velocity=58 time=0
note_on channel=0 note=78 velocity=127 time=0
note_on channel=0 note=83 velocity=58 time=0
note_off channel=0 note=52 velocity=0 time=44
note_off channel=0 note=64 velocity=0 time=0
note_off channel=0 note=59 velocity=0 time=228
note_off channel=0 note=71 velocity=0 time=0
note_off channel=0 note=66 velocity=0 time=60
note_off channel=0 note=78 velocity=0 time=0
note_off channel=0 note=71 velocity=0 time=4
note_off channel=0 note=83 velocity=0 time=0
note_on channel=0 note=69 velocity=34 time=0
note_on channel=0 note=81 velocity=34 time=0
note_on channel=0 note=64 velocity=121 time=12
note_on channel=0 note=76 velocity=121 time=0
note_on channel=0 note=57 velocity=127 time=20
note_on channel=0 note=69 velocity=127 time=0
note_off channel=0 note=64 velocity=0 time=112
note_off channel=0 note=76 velocity=0 time=0
note_off channel=0 note=69 velocity=0 time=8
note_off channel=0 note=81 velocity=0 time=0
note_on channel=0 note=67 velocity=30 time=0
note_on channel=0 note=79 velocity=30 time=0
note_off channel=0 note=67 velocity=0 time=76
note_off channel=0 note=79 velocity=0 time=0
note_on channel=0 note=66 velocity=127 time=4
note_on channel=0 note=67 velocity=77 time=0
note_on channel=0 note=78 velocity=127 time=0
note_on channel=0 note=79 velocity=77 time=0
note_off channel=0 note=57 velocity=0 time=20
note_off channel=0 note=69 velocity=0 time=0
note_off channel=0 note=67 velocity=0 time=0
note_off channel=0 note=79 velocity=0 time=0
note_on channel=0 note=59 velocity=127 time=0
note_on channel=0 note=71 velocity=75 time=0
note_on channel=0 note=71 velocity=127 time=0
note_on channel=0 note=83 velocity=75 time=0
note_off channel=0 note=59 velocity=0 time=112
note_off channel=0 note=71 velocity=0 time=0
note_off channel=0 note=71 velocity=0 time=0
note_off channel=0 note=83 velocity=0 time=0
note_off channel=0 note=66 velocity=0 time=4
note_off channel=0 note=78 velocity=0 time=0
note_on channel=0 note=69 velocity=45 time=336
note_on channel=0 note=64 velocity=127 time=0
note_on channel=0 note=81 velocity=45 time=0
note_on channel=0 note=76 velocity=127 time=0
note_on channel=0 note=57 velocity=127 time=16
note_on channel=0 note=69 velocity=127 time=0
note_off channel=0 note=69 velocity=0 time=188
note_off channel=0 note=81 velocity=0 time=0
note_off channel=0 note=64 velocity=0 time=8
note_off channel=0 note=76 velocity=0 time=0
note_off channel=0 note=57 velocity=0 time=84
note_off channel=0 note=69 velocity=0 time=0
note_on channel=0 note=59 velocity=110 time=0
note_on channel=0 note=71 velocity=110 time=0
note_off channel=0 note=59 velocity=0 time=16
note_off channel=0 note=71 velocity=0 time=0
note_on channel=0 note=52 velocity=127 time=4
note_on channel=0 note=59 velocity=124 time=0
note_on channel=0 note=64 velocity=127 time=0
note_on channel=0 note=71 velocity=124 time=0
note_off channel=0 note=59 velocity=0 time=108
note_off channel=0 note=71 velocity=0 time=0
note_on channel=0 note=59 velocity=127 time=68
note_on channel=0 note=71 velocity=127 time=0
note_on channel=0 note=66 velocity=127 time=4
note_on channel=0 note=71 velocity=58 time=0
note_on channel=0 note=78 velocity=127 time=0
note_on channel=0 note=83 velocity=58 time=0
note_off channel=0 note=52 velocity=0 time=44
note_off channel=0 note=64 velocity=0 time=0
note_off channel=0 note=59 velocity=0 time=228
note_off channel=0 note=71 velocity=0 time=0
note_off channel=0 note=66 velocity=0 time=60
note_off channel=0 note=78 velocity=0 time=0
note_off channel=0 note=71 velocity=0 time=4
note_off channel=0 note=83 velocity=0 time=0
note_on channel=0 note=69 velocity=34 time=0
note_on channel=0 note=81 velocity=34 time=0
note_on channel=0 note=64 velocity=121 time=12
note_on channel=0 note=76 velocity=121 time=0
note_on channel=0 note=57 velocity=127 time=20
note_on channel=0 note=69 velocity=127 time=0
note_off channel=0 note=64 velocity=0 time=112
note_off channel=0 note=76 velocity=0 time=0
note_off channel=0 note=69 velocity=0 time=8
note_off channel=0 note=81 velocity=0 time=0
note_on channel=0 note=67 velocity=30 time=0
note_on channel=0 note=79 velocity=30 time=0
note_off channel=0 note=67 velocity=0 time=76
note_off channel=0 note=79 velocity=0 time=0
note_on channel=0 note=66 velocity=127 time=4
note_on channel=0 note=67 velocity=77 time=0
note_on channel=0 note=78 velocity=127 time=0
note_on channel=0 note=79 velocity=77 time=0
note_off channel=0 note=57 velocity=0 time=20
note_off channel=0 note=69 velocity=0 time=0
note_off channel=0 note=67 velocity=0 time=0
note_off channel=0 note=79 velocity=0 time=0
note_on channel=0 note=59 velocity=127 time=0
note_on channel=0 note=71 velocity=75 time=0
note_on channel=0 note=71 velocity=127 time=0
note_on channel=0 note=83 velocity=75 time=0
note_off channel=0 note=59 velocity=0 time=112
note_off channel=0 note=71 velocity=0 time=0
note_off channel=0 note=71 velocity=0 time=0
note_off channel=0 note=83 velocity=0 time=0
note_off channel=0 note=66 velocity=0 time=4
note_off channel=0 note=78 velocity=0 time=0
note_on channel=0 note=50 velocity=76 time=120
note_on channel=0 note=55 velocity=127 time=0
note_on channel=0 note=67 velocity=89 time=0
note_on channel=0 note=62 velocity=95 time=0
note_on channel=0 note=59 velocity=127 time=0
note_off channel=0 note=50 velocity=0 time=192
note_off channel=0 note=55 velocity=0 time=0
note_off channel=0 note=67 velocity=0 time=0
note_off channel=0 note=62 velocity=0 time=0
note_off channel=0 note=59 velocity=0 time=0
note_on channel=0 note=50 velocity=76 time=96
note_on channel=0 note=55 velocity=127 time=0
note_on channel=0 note=67 velocity=89 time=0
note_on channel=0 note=62 velocity=95 time=0
note_on channel=0 note=59 velocity=127 time=0
note_off channel=0 note=50 velocity=0 time=192
note_off channel=0 note=55 velocity=0 time=0
note_off channel=0 note=67 velocity=0 time=0
note_off channel=0 note=62 velocity=0 time=0
note_off channel=0 note=59 velocity=0 time=0
note_on channel=0 note=50 velocity=76 time=96
note_on channel=0 note=55 velocity=127 time=0
note_on channel=0 note=67 velocity=89 time=0
note_on channel=0 note=62 velocity=95 time=0
note_on channel=0 note=59 velocity=127 time=0
note_off channel=0 note=50 velocity=0 time=192
note_off channel=0 note=55 velocity=0 time=0
note_off channel=0 note=67 velocity=0 time=0
note_off channel=0 note=62 velocity=0 time=0
note_off channel=0 note=59 velocity=0 time=0
note_on channel=0 note=50 velocity=54 time=96
note_on channel=0 note=55 velocity=124 time=0
note_on channel=0 note=59 velocity=127 time=0
note_on channel=0 note=62 velocity=65 time=0
note_on channel=0 note=67 velocity=65 time=0
note_off channel=0 note=50 velocity=0 time=64
note_off channel=0 note=55 velocity=0 time=0
note_off channel=0 note=59 velocity=0 time=0
note_off channel=0 note=62 velocity=0 time=0
note_off channel=0 note=67 velocity=0 time=0
note_on channel=0 note=59 velocity=39 time=32
note_on channel=0 note=67 velocity=65 time=0
note_on channel=0 note=49 velocity=42 time=0
note_off channel=0 note=59 velocity=0 time=64
note_off channel=0 note=67 velocity=0 time=0
note_off channel=0 note=49 velocity=0 time=0
note_on channel=0 note=50 velocity=54 time=32
note_on channel=0 note=59 velocity=121 time=0
note_on channel=0 note=55 velocity=107 time=0
note_on channel=0 note=62 velocity=69 time=0
note_on channel=0 note=67 velocity=71 time=0
note_off channel=0 note=50 velocity=0 time=64
note_off channel=0 note=59 velocity=0 time=0
note_off channel=0 note=55 velocity=0 time=0
note_off channel=0 note=62 velocity=0 time=0
note_off channel=0 note=67 velocity=0 time=0
note_on channel=0 note=50 velocity=64 time=32
note_on channel=0 note=55 velocity=118 time=0
note_on channel=0 note=59 velocity=127 time=0
note_on channel=0 note=62 velocity=66 time=0
note_on channel=0 note=67 velocity=63 time=0
note_off channel=0 note=50 velocity=0 time=128
note_off channel=0 note=55 velocity=0 time=0
note_off channel=0 note=59 velocity=0 time=0
note_off channel=0 note=62 velocity=0 time=0
note_off channel=0 note=67 velocity=0 time=0
note_on channel=0 note=50 velocity=68 time=64
note_on channel=0 note=55 velocity=127 time=0
note_on channel=0 note=59 velocity=127 time=0
note_on channel=0 note=62 velocity=89 time=0
note_on channel=0 note=67 velocity=107 time=0
note_off channel=0 note=50 velocity=0 time=128
note_off channel=0 note=55 velocity=0 time=0
note_off channel=0 note=59 velocity=0 time=0
note_off channel=0 note=62 velocity=0 time=0
note_off channel=0 note=67 velocity=0 time=0
note_on channel=0 note=62 velocity=127 time=64
note_on channel=0 note=69 velocity=127 time=0
note_on channel=0 note=74 velocity=127 time=0
note_on channel=0 note=78 velocity=118 time=0
note_off channel=0 note=62 velocity=0 time=192
note_off channel=0 note=69 velocity=0 time=0
note_off channel=0 note=74 velocity=0 time=0
note_off channel=0 note=78 velocity=0 time=0
note_on channel=0 note=62 velocity=127 time=96
note_on channel=0 note=69 velocity=127 time=0
note_on channel=0 note=74 velocity=127 time=0
note_on channel=0 note=78 velocity=108 time=0
note_off channel=0 note=62 velocity=0 time=192
note_off channel=0 note=69 velocity=0 time=0
note_off channel=0 note=74 velocity=0 time=0
note_off channel=0 note=78 velocity=0 time=0
note_on channel=0 note=62 velocity=127 time=96
note_on channel=0 note=69 velocity=122 time=0
note_on channel=0 note=74 velocity=100 time=0
note_on channel=0 note=78 velocity=68 time=0
note_off channel=0 note=62 velocity=0 time=768
note_off channel=0 note=69 velocity=0 time=0
note_off channel=0 note=74 velocity=0 time=0
note_off channel=0 note=78 velocity=0 time=0
note_on channel=0 note=52 velocity=104 time=192
note_on channel=0 note=64 velocity=104 time=0
note_off channel=0 note=52 velocity=0 time=64
note_off channel=0 note=64 velocity=0 time=0
note_on channel=0 note=62 velocity=104 time=32
note_on channel=0 note=74 velocity=104 time=0
note_off channel=0 note=62 velocity=0 time=64
note_off channel=0 note=74 velocity=0 time=0
note_on channel=0 note=61 velocity=110 time=32
note_on channel=0 note=73 velocity=110 time=0
note_off channel=0 note=61 velocity=0 time=64
note_off channel=0 note=73 velocity=0 time=0
note_on channel=0 note=59 velocity=100 time=32
note_on channel=0 note=71 velocity=100 time=0
note_off channel=0 note=59 velocity=0 time=64
note_off channel=0 note=71 velocity=0 time=0
note_on channel=0 note=61 velocity=108 time=32
note_on channel=0 note=73 velocity=108 time=0
note_off channel=0 note=61 velocity=0 time=64
note_off channel=0 note=73 velocity=0 time=0
note_on channel=0 note=55 velocity=95 time=32
note_on channel=0 note=67 velocity=95 time=0
note_off channel=0 note=55 velocity=0 time=128
note_off channel=0 note=67 velocity=0 time=0
note_on channel=0 note=59 velocity=78 time=64
note_on channel=0 note=71 velocity=78 time=0
note_off channel=0 note=59 velocity=0 time=64
note_off channel=0 note=71 velocity=0 time=0
note_on channel=0 note=57 velocity=85 time=32
note_on channel=0 note=69 velocity=85 time=0
note_off channel=0 note=57 velocity=0 time=128
note_off channel=0 note=69 velocity=0 time=0
note_on channel=0 note=59 velocity=69 time=64
note_on channel=0 note=71 velocity=69 time=0
note_off channel=0 note=59 velocity=0 time=64
note_off channel=0 note=71 velocity=0 time=0
note_on channel=0 note=58 velocity=82 time=32
note_on channel=0 note=70 velocity=82 time=0
note_off channel=0 note=58 velocity=0 time=128
note_off channel=0 note=70 velocity=0 time=0
note_on channel=0 note=59 velocity=69 time=64
note_on channel=0 note=71 velocity=69 time=0
note_off channel=0 note=59 velocity=0 time=64
note_off channel=0 note=71 velocity=0 time=0
note_on channel=0 note=59 velocity=122 time=32
note_on channel=0 note=71 velocity=122 time=0
note_off channel=0 note=59 velocity=0 time=128
note_off channel=0 note=71 velocity=0 time=0
note_on channel=0 note=52 velocity=104 time=64
note_on channel=0 note=64 velocity=104 time=0
note_off channel=0 note=52 velocity=0 time=64
note_off channel=0 note=64 velocity=0 time=0
note_on channel=0 note=62 velocity=104 time=32
note_on channel=0 note=74 velocity=104 time=0
note_off channel=0 note=62 velocity=0 time=64
note_off channel=0 note=74 velocity=0 time=0
note_on channel=0 note=61 velocity=110 time=32
note_on channel=0 note=73 velocity=110 time=0
note_off channel=0 note=61 velocity=0 time=64
note_off channel=0 note=73 velocity=0 time=0
note_on channel=0 note=59 velocity=100 time=32
note_on channel=0 note=71 velocity=100 time=0
note_off channel=0 note=59 velocity=0 time=64
note_off channel=0 note=71 velocity=0 time=0
note_on channel=0 note=61 velocity=108 time=32
note_on channel=0 note=73 velocity=108 time=0
note_off channel=0 note=61 velocity=0 time=64
note_off channel=0 note=73 velocity=0 time=0
note_on channel=0 note=55 velocity=95 time=32
note_on channel=0 note=67 velocity=95 time=0
note_off channel=0 note=55 velocity=0 time=128
note_off channel=0 note=67 velocity=0 time=0
note_on channel=0 note=59 velocity=78 time=64
note_on channel=0 note=71 velocity=78 time=0
note_off channel=0 note=59 velocity=0 time=64
note_off channel=0 note=71 velocity=0 time=0
note_on channel=0 note=57 velocity=85 time=32
note_on channel=0 note=69 velocity=85 time=0
note_off channel=0 note=57 velocity=0 time=128
note_off channel=0 note=69 velocity=0 time=0
note_on channel=0 note=59 velocity=69 time=64
note_on channel=0 note=71 velocity=69 time=0
note_off channel=0 note=59 velocity=0 time=64
note_off channel=0 note=71 velocity=0 time=0
note_on channel=0 note=58 velocity=82 time=32
note_on channel=0 note=70 velocity=82 time=0
note_off channel=0 note=58 velocity=0 time=128
note_off channel=0 note=70 velocity=0 time=0
note_on channel=0 note=59 velocity=69 time=64
note_on channel=0 note=71 velocity=69 time=0
note_off channel=0 note=59 velocity=0 time=64
note_off channel=0 note=71 velocity=0 time=0
note_on channel=0 note=59 velocity=122 time=32
note_on channel=0 note=71 velocity=122 time=0
note_off channel=0 note=59 velocity=0 time=128
note_off channel=0 note=71 velocity=0 time=0
note_on channel=0 note=52 velocity=104 time=64
note_on channel=0 note=64 velocity=104 time=0
note_off channel=0 note=52 velocity=0 time=64
note_off channel=0 note=64 velocity=0 time=0
note_on channel=0 note=62 velocity=104 time=32
note_on channel=0 note=74 velocity=104 time=0
note_off channel=0 note=62 velocity=0 time=64
note_off channel=0 note=74 velocity=0 time=0
note_on channel=0 note=61 velocity=110 time=32
note_on channel=0 note=73 velocity=110 time=0
note_off channel=0 note=61 velocity=0 time=64
note_off channel=0 note=73 velocity=0 time=0
note_on channel=0 note=59 velocity=100 time=32
note_on channel=0 note=71 velocity=100 time=0
note_off channel=0 note=59 velocity=0 time=64
note_off channel=0 note=71 velocity=0 time=0
note_on channel=0 note=61 velocity=108 time=32
note_on channel=0 note=73 velocity=108 time=0
note_off channel=0 note=61 velocity=0 time=64
note_off channel=0 note=73 velocity=0 time=0
note_on channel=0 note=55 velocity=95 time=32
note_on channel=0 note=67 velocity=95 time=0
note_off channel=0 note=55 velocity=0 time=128
note_off channel=0 note=67 velocity=0 time=0
